timestamp,level,component,message,source_ip
2025-02-15 20:59:53.939781,ERROR,web_server,Sample log message for ERROR,
2025-02-15 20:46:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.197
2025-02-15 20:48:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.161
2025-02-15 20:12:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:55:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 21:08:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.243
2025-02-15 21:01:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:42:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 21:06:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.98
2025-02-15 20:25:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:44:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.31
2025-02-15 20:25:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 21:11:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:38:53.939781,INFO,database,Sample log message for INFO,192.168.1.91
2025-02-15 20:26:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.149
2025-02-15 20:27:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.144
2025-02-15 20:46:53.939781,INFO,database,Sample log message for INFO,192.168.1.150
2025-02-15 20:16:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.237
2025-02-15 20:43:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.28
2025-02-15 20:44:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:12:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.15
2025-02-15 20:39:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 20:14:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.72
2025-02-15 20:22:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:17:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.188
2025-02-15 20:21:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 20:45:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 21:01:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.156
2025-02-15 20:53:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.211
2025-02-15 20:12:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.154
2025-02-15 20:45:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.248
2025-02-15 20:54:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:47:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.141
2025-02-15 20:39:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,
2025-02-15 20:28:53.939781,INFO,database,Sample log message for INFO,192.168.1.117
2025-02-15 20:11:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 21:05:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.83
2025-02-15 20:17:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.237
2025-02-15 20:40:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:54:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.125
2025-02-15 20:20:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.101
2025-02-15 20:50:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.97
2025-02-15 20:12:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.182
2025-02-15 20:35:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:13:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:50:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:43:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:24:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.41
2025-02-15 21:05:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:32:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,
2025-02-15 20:27:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.149
2025-02-15 20:12:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 21:10:53.939781,WARNING,firewall,Sample log message for WARNING,192.168.1.239
2025-02-15 20:11:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:46:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.225
2025-02-15 20:57:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,192.168.1.157
2025-02-15 20:52:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.95
2025-02-15 20:47:53.939781,INFO,ids,Sample log message for INFO,192.168.1.193
2025-02-15 20:12:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.142
2025-02-15 20:39:53.939781,INFO,ids,Sample log message for INFO,192.168.1.135
2025-02-15 21:03:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:42:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.58
2025-02-15 20:32:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.178
2025-02-15 20:12:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.249
2025-02-15 20:32:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.32
2025-02-15 20:59:53.939781,WARNING,authentication,Sample log message for WARNING,
2025-02-15 21:06:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:29:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:19:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:47:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.160
2025-02-15 20:39:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 20:57:53.939781,INFO,database,Sample log message for INFO,192.168.1.250
2025-02-15 20:29:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.76
2025-02-15 20:50:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.147
2025-02-15 20:27:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.46
2025-02-15 20:57:53.939781,ERROR,database,Sample log message for ERROR,192.168.1.230
2025-02-15 20:43:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.245
2025-02-15 20:29:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.69
2025-02-15 21:03:53.939781,INFO,database,Sample log message for INFO,
2025-02-15 20:25:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:58:53.939781,INFO,database,Sample log message for INFO,192.168.1.248
2025-02-15 20:58:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 21:10:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 21:05:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.13
2025-02-15 20:40:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:54:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.243
2025-02-15 21:00:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.225
2025-02-15 21:00:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:59:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.99
2025-02-15 21:09:53.939781,INFO,database,Sample log message for INFO,
2025-02-15 20:45:53.939781,WARNING,database,Sample log message for WARNING,192.168.1.121
2025-02-15 20:57:53.939781,ERROR,web_server,Sample log message for ERROR,
2025-02-15 20:54:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,
2025-02-15 20:36:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.94
2025-02-15 20:24:53.939781,ERROR,web_server,Sample log message for ERROR,
2025-02-15 21:07:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:17:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.166
2025-02-15 20:38:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:41:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.88
2025-02-15 21:00:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.190
2025-02-15 20:25:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:26:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 21:05:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:28:53.939781,CRITICAL,ids,Sample log message for CRITICAL,
2025-02-15 20:27:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:58:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:18:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.30
2025-02-15 21:02:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.14
2025-02-15 20:42:53.939781,INFO,firewall,Sample log message for INFO,192.168.1.167
2025-02-15 20:30:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:34:53.939781,ERROR,firewall,Sample log message for ERROR,
2025-02-15 21:03:53.939781,WARNING,ids,Sample log message for WARNING,
2025-02-15 20:43:53.939781,WARNING,web_server,Sample log message for WARNING,
2025-02-15 20:30:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:53:53.939781,WARNING,database,Sample log message for WARNING,192.168.1.52
2025-02-15 20:11:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:23:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.147
2025-02-15 20:44:53.939781,INFO,database,Sample log message for INFO,192.168.1.216
2025-02-15 20:52:53.939781,INFO,firewall,Sample log message for INFO,
2025-02-15 20:40:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.168
2025-02-15 20:12:53.939781,WARNING,firewall,Sample log message for WARNING,
2025-02-15 20:31:53.939781,INFO,web_server,Sample log message for INFO,
2025-02-15 20:51:53.939781,CRITICAL,firewall,Sample log message for CRITICAL,
2025-02-15 20:52:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:22:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.41
2025-02-15 21:05:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,
2025-02-15 20:53:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:28:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:39:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.238
2025-02-15 20:36:53.939781,INFO,authentication,Sample log message for INFO,
2025-02-15 20:30:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.10
2025-02-15 20:12:53.939781,INFO,database,Sample log message for INFO,192.168.1.96
2025-02-15 20:53:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.253
2025-02-15 20:32:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.143
2025-02-15 20:37:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.163
2025-02-15 20:17:53.939781,ERROR,firewall,Sample log message for ERROR,192.168.1.14
2025-02-15 20:43:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:28:53.939781,CRITICAL,ids,Sample log message for CRITICAL,192.168.1.199
2025-02-15 20:32:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:44:53.939781,WARNING,ids,Sample log message for WARNING,192.168.1.83
2025-02-15 21:02:53.939781,CRITICAL,authentication,Sample log message for CRITICAL,192.168.1.253
2025-02-15 20:23:53.939781,ERROR,ids,Sample log message for ERROR,192.168.1.64
2025-02-15 20:56:53.939781,CRITICAL,web_server,Sample log message for CRITICAL,192.168.1.60
2025-02-15 21:08:53.939781,ERROR,database,Sample log message for ERROR,
2025-02-15 20:26:53.939781,WARNING,database,Sample log message for WARNING,
2025-02-15 20:54:53.939781,INFO,ids,Sample log message for INFO,
2025-02-15 20:56:53.939781,WARNING,authentication,Sample log message for WARNING,192.168.1.162
2025-02-15 20:36:53.939781,ERROR,authentication,Sample log message for ERROR,192.168.1.66
2025-02-15 20:37:53.939781,CRITICAL,database,Sample log message for CRITICAL,192.168.1.124
2025-02-15 20:55:53.939781,ERROR,ids,Sample log message for ERROR,
2025-02-15 20:55:53.939781,WARNING,web_server,Sample log message for WARNING,192.168.1.39
2025-02-15 20:17:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.68
2025-02-15 20:57:53.939781,INFO,web_server,Sample log message for INFO,192.168.1.132
2025-02-15 20:38:53.939781,INFO,authentication,Sample log message for INFO,192.168.1.78
2025-02-15 20:41:53.939781,CRITICAL,database,Sample log message for CRITICAL,
2025-02-15 20:59:53.939781,ERROR,web_server,Sample log message for ERROR,192.168.1.161
